block_score,periodicity_strength,dominant_period,contrast_score,long_range_similarity,diagonal_dominance,graph_coverage,long_range_edge_ratio,inheritance_concentration,mean_edge_weight,structure_score,pct_repetition,pct_remelodization,pct_reharmonization,pct_full_change,pct_mixed,change_diversity,track,num_bars,num_sections,num_phrases,phrase_pattern,phrase_vocabulary_richness,mean_boundaries_per_10_bars,harmony_entropy
0.009525688982345515,0.7256824541927595,8.0,0.3817989322909938,0.6199582309082169,0.9924383193953321,0.868421052631579,0.5411764705882353,0.5604826546003017,0.9240894614482391,0.5509152978425476,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6826061944859853,AIVA_New Composition #100 - Reduced,39,8,11,AAAAA,0.2,1.794871794871795,1.4234939850280819
0.012197144356021816,0.8745865792251062,4.0,0.2484828348215673,0.730168037821173,1.0251383466374113,0.9210526315789473,0.44329896907216493,0.5900079302141159,0.9462849102783354,0.4882961209390259,1.0,0.0,0.0,0.0,0.0,-0.0,AIVA_New Composition #102 - Reduced,39,3,10,AAAAAAAAA,0.1111111111111111,0.5128205128205128,1.1039765131317445
-0.02519489440405731,0.6885845383586107,2.0,0.42993219856664283,0.5779444473768026,1.0163530029630545,0.8636363636363636,0.32608695652173914,0.5727788279773158,0.9339539636030424,0.5518259151056883,0.25,0.0,0.25,0.5,0.0,0.6460148371100897,AIVA_New Composition #103 - Orchestrated,23,3,7,AAABAA,0.3333333333333333,0.8695652173913043,1.5128271681982581
-0.050122464891690366,0.7968660576353015,4.0,0.3071905731545085,0.561394433426371,1.0388528754912554,0.5454545454545454,0.08333333333333333,0.5694444444444444,0.9017873548210577,0.4137744112518708,0.0,0.5,0.0,0.5,0.0,0.43067655807339306,AIVA_New Composition #104 - Orchestrated,12,2,4,AAAA,0.25,0.8333333333333333,1.5528220116721687
0.09527926093462585,0.7446234027123984,1.0,0.5304496927727691,0.5044400849556434,1.1491582457024423,0.8958333333333334,0.3793103448275862,0.5049261083743841,0.9478939153826939,0.6608563873465544,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,0.0,0.5938097293030346,AIVA_New Composition #105 - Orchestrated,49,8,15,ABACBCDEEBAAF,0.46153846153846156,1.4285714285714284,1.264388357745876
-0.006012221311108346,0.7246746645615104,2.0,0.5658012386682532,0.6556872671685221,1.0318167311283246,0.875,0.40350877192982454,0.5978947368421053,0.9402828882230757,0.5584342105263158,0.0,0.8,0.0,0.2,0.0,0.31091750708257115,AIVA_New Composition #99 - Reduced,25,3,8,AAAAAAAB,0.25,0.8,1.0766331514588676
0.030956884551870067,0.4446296592983852,15.0,0.3043995512929696,0.36506861622298636,1.0548326605562057,0.55,0.6458333333333334,0.6880081300813008,0.8805335311431306,0.4670673043808162,0.14285714285714285,0.0,0.14285714285714285,0.7142857142857143,0.0,0.4947762408364533,CLASSIC_Bach Johann Sebastian — Prelude (2) [MIDIfind.com],41,7,14,ABAAAABAAACAA,0.23076923076923078,1.4634146341463414,1.5460733292776636
0.010316449179072928,0.5948740888421923,2.0,0.3621213365924286,0.5134238727026742,1.0609898129465014,0.8823529411764706,0.6209150326797386,0.5730794733352278,0.9004864969937816,0.5449118490402548,0.1,0.0,0.0,0.9,0.0,0.20198540799861953,CLASSIC_Beethoven - Лунная Соната (Moonlight Sonata) [MIDIfind.com],69,9,19,AAAAAAAAAAAABAAC,0.1875,1.1594202898550725,1.7869194907769927
0.02822999723649855,0.6736080207016494,8.0,0.3669699900055423,0.5527813673447227,1.0127877383798443,0.8571428571428571,0.4675324675324675,0.5790043290043292,0.9253729613373797,0.5634276041657426,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6826061944859853,CLASSIC_Nocturne op09 n2,36,7,10,AAAABA,0.3333333333333333,1.6666666666666665,1.5867948322761283
0.054026454201098584,0.5823153850143667,1.0,0.35442694962417953,0.4741830743545065,1.1575492817312893,0.8685446009389671,0.7142857142857143,0.6227938621358158,0.903138707423536,0.5951029363048413,0.11363636363636363,0.1590909090909091,0.06818181818181818,0.6590909090909091,0.0,0.6197585421842502,CLASSIC_Piano Sonata n08 op13 3mov ''Pathetique'',214,17,61,ABBBABBBAACCDDAAABBBABDEEEBACAABBBBAFCDCCDDDEBGBBBACFAEAHIAI,0.15,0.7476635514018691,1.8245987107232362
0.09960140728438238,0.6580489601105104,2.0,0.3254731198605726,0.49748126687962513,1.2139141995497416,0.8571428571428571,0.6820809248554913,0.58789091448051,0.9300118865948086,0.6220916932024281,0.125,0.3125,0.125,0.4375,0.0,0.7735724874092756,CLASSIC_Satie-Gymnopedie1,78,7,23,AAAABBBBBACAAAAABBBBBBD,0.17391304347826086,0.7692307692307693,1.7247478136730683
0.026919117727489894,0.6586904887981705,1.0,0.3306138355036198,0.5675871588800667,1.102785966667182,0.9241379310344827,0.7688172043010753,0.6107674178818676,0.9449482824258525,0.5606888799794014,0.15,0.2,0.3,0.35,0.0,0.8295350536839589,CLASSIC_Sonata_No._16_1st_Movement_K._545,146,26,46,AAABBABBACABBABBCAAAAACAAAACCAAAACAAAA,0.07894736842105263,1.7123287671232876,1.5570695635824663
0.02286470768876081,0.8102016803569626,4.0,0.3426542073043425,0.5749562710164688,1.0294267478647288,0.925,0.6747572815533981,0.611890207359463,0.9647049106885296,0.5638679029726877,0.631578947368421,0.15789473684210525,0.0,0.21052631578947367,0.0,0.5652331806647106,MODERN_Ludovico Einaudi - Dietro Casa,81,2,21,AAAAAAAAAAAAAAAAAAAAA,0.047619047619047616,0.12345679012345678,1.595166749547545
0.0716330077097645,0.5575658225189238,2.0,0.4740170671782653,0.3464748404156806,1.3445696271879795,0.8648648648648649,0.6558704453441295,0.639929149797571,0.9349978710406922,0.6457774310139105,0.2,0.2,0.0,0.6,0.0,0.5904362833084089,MODERN_Ludovico Einaudi -fly,112,11,31,ABCCCCDDEDFFCGFFCCFFCBHAIICAAA,0.3,0.8928571428571429,1.1980577573503473
0.06411197565326987,0.7782983080103951,4.0,0.30538371449099666,0.538291281817141,1.0881730590040373,0.8484848484848485,0.373134328358209,0.5465320456540825,0.9724251047657575,0.5597631454550123,0.7142857142857143,0.0,0.0,0.2857142857142857,0.0,0.3717257956726267,MODERN_The_Departure_Lullaby_-_Max_Richter.mid,34,2,9,AAABBBBBA,0.2222222222222222,0.29411764705882354,1.75239863569792
0.025288363234317268,0.8569814176966589,4.0,0.2806170567306932,0.6065575123705904,1.0570190038631946,0.9259259259259259,0.5955882352941176,0.5286096256684494,0.9692934308334292,0.5156616762284689,0.8,0.0,0.0,0.2,0.0,0.31091750708257115,MODERN_Tiersen Yann — Comptine D Un Autre Ete [MIDIfind.com],55,6,16,AAAAAAAAAAAAAAAA,0.0625,0.9090909090909092,1.530587774029502
0.034412017953235785,0.7880141970684955,2.0,0.4259963525913427,0.6923128500948084,1.041485988569099,0.9130434782608695,0.5084745762711864,0.571222502704652,0.9505162442552867,0.6040915992496902,0.75,0.125,0.0,0.125,0.0,0.4570676098006455,MODERN_Yiruma — River Flows in You [MIDIfind.com],47,6,14,AAAAAAAAAAAAB,0.15384615384615385,1.0638297872340425,1.002740349047757
0.1301670872445958,0.7482737056290198,4.0,0.29587585476806844,0.37406203886099615,1.350879305463699,0.8169014084507042,0.4253731343283582,0.5493366500829189,0.9425834163873503,0.6234098606405184,0.8461538461538461,0.15384615384615385,0.0,0.0,0.0,0.2667533917361943,MODERN_Zimmer Hans - Time,72,7,20,AABBBBBBCCCCCBAADDE,0.2631578947368421,0.8333333333333333,1.1918784936706004
